Accident_ID,Type,Date,the speed,A. Minor injuries,A. Serious injuries,p. death injuries,A. Medium injuries,lanes of the road,road surface,Vehicle Nationality,category of licenses,road type,the lighting,the weather,Road properties,driver error,Conservative,Vehicle class,accident date,number of vehicles,age of the driver,Driver's gender
1568333,shocked,3/30/2017 8:01:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver of the leaking vehicle suddenly changed,Capital Governorate Amman,mini ride on car,3/30/2017 8:01:00 AM,3,,Male
1568333,shocked,3/30/2017 8:01:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,0,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/30/2017 8:01:00 AM,3,,in
1568333,shocked,3/30/2017 8:01:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,0,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,3/30/2017 8:01:00 AM,3,,in
1568346,shocked,3/30/2017 8:17:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/30/2017 8:17:00 AM,2,54.0,Male
1568346,shocked,3/30/2017 8:17:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,3/30/2017 8:17:00 AM,2,31.0,Male
1568349,shocked,3/30/2017 8:20:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/30/2017 8:20:00 AM,2,29.0,Male
1568349,shocked,3/30/2017 8:20:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Failure to comply with the mandatory,Capital Governorate Amman,mini ride on car,3/30/2017 8:20:00 AM,2,,Male
1568351,shocked,3/30/2017 8:21:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,Shipping,3/30/2017 8:21:00 AM,2,32.0,Male
1568351,shocked,3/30/2017 8:21:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,3/30/2017 8:21:00 AM,2,53.0,Male
1568370,shocked,3/30/2017 9:12:00 AM,40,0,0,0,0,inside garage,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,3/30/2017 9:12:00 AM,1,29.0,feminine
1569048,shocked,3/31/2017 11:33:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,3/31/2017 11:33:00 PM,2,117.0,in
1569048,shocked,3/31/2017 11:33:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/31/2017 11:33:00 PM,2,22.0,feminine
1569055,shocked,3/31/2017 11:58:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Failure to observe the stop sign,Capital Governorate Amman,mini ride on car,3/31/2017 11:58:00 PM,2,45.0,Male
1569055,shocked,3/31/2017 11:58:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/31/2017 11:58:00 PM,2,27.0,Male
1569085,shocked,1/4/2017 3:38,30,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,rain,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,1/4/2017 3:38,2,32.0,Male
1569085,shocked,1/4/2017 3:38,30,0,0,0,0,Two directions not separated by a central island,dry,Jordan,0,asphalt,day,rain,flat straight,There is no,Capital Governorate Amman,mini ride on car,1/4/2017 3:38,2,,in
1569106,shocked,1/4/2017 8:15,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,1/4/2017 8:15,2,43.0,feminine
1569106,shocked,1/4/2017 8:15,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,1/4/2017 8:15,2,41.0,Male
1570285,shocked,3/4/2017 19:08,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,Sunset,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/4/2017 19:08,2,38.0,Male
1570285,shocked,3/4/2017 19:08,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Sunset,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,mini ride on car,3/4/2017 19:08,2,48.0,Male
1570290,shocked,3/4/2017 19:15,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Sunset,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,mini ride on car,3/4/2017 19:15,2,34.0,Male
1570290,shocked,3/4/2017 19:15,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,Sunset,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/4/2017 19:15,2,50.0,Male
1571691,shocked,4/17/2017 4:19:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,4/17/2017 4:19:00 PM,2,51.0,feminine
1571691,shocked,4/17/2017 4:19:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/17/2017 4:19:00 PM,2,65.0,Male
1571692,shocked,6/4/2017 23:20,70,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/4/2017 23:20,2,25.0,Male
1571692,shocked,6/4/2017 23:20,70,0,0,0,0,Two directions not separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,joint transfer,6/4/2017 23:20,2,54.0,Male
1571693,shocked,6/4/2017 22:23,60,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/4/2017 22:23,2,32.0,Male
1571693,shocked,6/4/2017 22:23,60,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Turning or turning the vehicle in a way that obstructs traffic or endangers road users,Capital Governorate Amman,mini ride on car,6/4/2017 22:23,2,47.0,Male
1571698,shocked,6/4/2017 22:26,60,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/4/2017 22:26,1,48.0,Male
1571709,shocked,6/4/2017 23:06,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/4/2017 23:06,2,33.0,Male
1571709,shocked,6/4/2017 23:06,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Driver not complying with road signs,Capital Governorate Amman,mini ride on car,6/4/2017 23:06,2,28.0,Male
1572949,shocked,10/4/2017 14:34,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,Direct Mortaqi,There is no,Capital Governorate Amman,mini ride on car,10/4/2017 14:34,2,48.0,Male
1572949,shocked,10/4/2017 14:34,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,Direct Mortaqi,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,Special Use Vehicle,10/4/2017 14:34,2,33.0,Male
1573485,shocked,11/4/2017 21:18,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,11/4/2017 21:18,3,42.0,feminine
1573485,shocked,11/4/2017 21:18,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,11/4/2017 21:18,3,45.0,Male
1573485,shocked,11/4/2017 21:18,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,11/4/2017 21:18,3,37.0,Male
1573535,shocked,12/4/2017 1:27,60,2,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,12/4/2017 1:27,1,26.0,Male
1573666,shocked,12/4/2017 12:53,70,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,Failure to observe the stop sign,Capital Governorate Amman,mini ride on car,12/4/2017 12:53,2,26.0,Male
1573666,shocked,12/4/2017 12:53,70,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/4/2017 12:53,2,62.0,Male
1574382,shocked,4/13/2017 8:14:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Failure to observe the stop sign,Capital Governorate Amman,mini ride on car,4/13/2017 8:14:00 PM,2,25.0,Male
1574382,shocked,4/13/2017 8:14:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/13/2017 8:14:00 PM,2,21.0,Male
1575081,shocked,4/16/2017 8:30:00 AM,60,0,0,0,0,Two directions not separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/16/2017 8:30:00 AM,2,44.0,Male
1575081,shocked,4/16/2017 8:30:00 AM,60,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,4/16/2017 8:30:00 AM,2,24.0,Male
1575092,shocked,4/16/2017 8:56:00 AM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/16/2017 8:56:00 AM,4,52.0,feminine
1575092,shocked,4/16/2017 8:56:00 AM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,4/16/2017 8:56:00 AM,4,24.0,Male
1575092,shocked,4/16/2017 8:56:00 AM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/16/2017 8:56:00 AM,4,38.0,Male
1579193,shocked,4/26/2017 2:13:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,medium ride,4/26/2017 2:13:00 PM,2,41.0,Male
1579193,shocked,4/26/2017 2:13:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,The driver of the leaking vehicle suddenly changed,Capital Governorate Amman,mini ride on car,4/26/2017 2:13:00 PM,2,35.0,Male
1579314,shocked,4/19/2017 9:35:00 AM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/19/2017 9:35:00 AM,2,26.0,Male
1579314,shocked,4/19/2017 9:35:00 AM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,Shipping,4/19/2017 9:35:00 AM,2,20.0,Male
1580697,shocked,4/22/2017 9:18:00 PM,40,0,0,1,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,The driver of the leaking vehicle suddenly changed,Capital Governorate Amman,mini ride on car,4/22/2017 9:18:00 PM,1,76.0,Male
1580701,shocked,4/22/2017 9:29:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/22/2017 9:29:00 PM,2,,Male
1580701,shocked,4/22/2017 9:29:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,joint transfer,4/22/2017 9:29:00 PM,2,26.0,Male
1580724,shocked,4/22/2017 11:16:00 PM,40,0,0,0,0,One-way,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/22/2017 11:16:00 PM,2,41.0,Male
1580724,shocked,4/22/2017 11:16:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,4/22/2017 11:16:00 PM,2,38.0,feminine
1580725,shocked,4/22/2017 11:18:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,4/22/2017 11:18:00 PM,2,28.0,Male
1580725,shocked,4/22/2017 11:18:00 PM,40,0,0,0,0,One-way,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/22/2017 11:18:00 PM,2,41.0,Male
1580728,shocked,4/22/2017 11:35:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/22/2017 11:35:00 PM,2,38.0,Male
1580728,shocked,4/22/2017 11:35:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,4/22/2017 11:35:00 PM,2,26.0,Male
1580734,shocked,4/22/2017 11:55:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,The driver of the leaking vehicle suddenly changed,Capital Governorate Amman,mini ride on car,4/22/2017 11:55:00 PM,2,,Male
1580734,shocked,4/22/2017 11:55:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/22/2017 11:55:00 PM,2,48.0,Male
1580736,shocked,4/23/2017 12:21:00 AM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Wrong overtaking in cases and places where overtaking is prohibited,Capital Governorate Amman,mini ride on car,4/23/2017 12:21:00 AM,2,30.0,Male
1580736,shocked,4/23/2017 12:21:00 AM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/23/2017 12:21:00 AM,2,117.0,Male
1580741,shocked,4/23/2017 12:40:00 AM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,4/23/2017 12:40:00 AM,2,21.0,Male
1580741,shocked,4/23/2017 12:40:00 AM,40,0,0,0,0,Two directions not separated by a central island,dry,Arab Emirates,third class automatic,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/23/2017 12:40:00 AM,2,,Male
